,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
91,Ribeira Grande,30,PT,1579841117,71,38.52,-28.7,52.47,5.14
92,Inuvik,90,CA,1579840943,76,68.35,-133.72,-5.8,8.05
95,Kiryat Gat,75,IL,1579840925,71,31.61,34.76,52.16,18.34
98,Anadyr,75,RU,1579841094,76,64.75,177.48,-5.4,8.95
100,Portland,90,US,1579840826,87,45.52,-122.68,50.97,11.41
102,Soverato Marina,20,IT,1579841122,81,38.69,16.55,50.0,13.87
103,Tiksi,0,RU,1579841081,84,71.69,128.87,-31.32,5.68
104,Dingle,35,PH,1579841028,79,11.0,122.67,81.91,11.74
105,Maridi,89,SS,1579841123,20,4.92,29.47,67.37,7.67
107,Kamiiso,20,JP,1579841124,72,41.82,140.65,32.0,23.04
108,Goderich,61,CA,1579841099,90,43.75,-81.72,32.7,10.98
112,Toyooka,75,JP,1579841126,76,35.53,134.83,51.53,5.82
113,Nanortalik,100,GL,1579840950,94,60.14,-45.24,29.19,12.53
114,University Park,90,US,1579841126,93,25.75,-80.37,65.39,3.36
116,Karabanovo,97,RU,1579841127,92,56.32,38.7,23.43,9.95
119,Lalmohan,28,BD,1579841128,26,22.34,90.74,75.33,5.77
121,Hornepayne,100,CA,1579841129,94,49.21,-84.77,5.81,7.0
124,Ulaangom,69,MN,1579841130,88,49.98,92.07,0.99,1.23
125,Cabatuan,35,PH,1579841130,79,10.88,122.49,81.91,11.74
127,Salalah,75,OM,1579840921,73,17.02,54.09,77.0,1.12
130,Lar,27,IN,1579841132,50,26.2,83.97,63.45,10.85
131,Lata,20,PT,1579841132,93,40.16,-8.33,45.97,8.05
132,Haines Junction,99,CA,1579841133,98,60.75,-137.51,-1.71,4.81
133,Okhotsk,48,RU,1579841025,83,59.38,143.3,-20.11,5.59
134,Vila Franca do Campo,20,PT,1579841133,81,37.72,-25.43,53.6,9.17
135,Muhafazat Lahij,100,YE,1579841134,81,13.17,44.58,71.44,4.9
138,Cocobeach,40,GA,1579841135,88,1.0,9.58,82.4,4.7
142,Bhimunipatnam,27,IN,1579841136,69,17.88,83.43,77.0,2.24
147,Ponta do Sol,20,PT,1579840930,58,32.67,-17.1,53.74,5.82
148,San Ignacio,8,BZ,1579841138,94,17.16,-89.07,68.85,4.7
149,Mnogovershinnyy,100,RU,1579841139,97,53.94,139.92,-4.41,5.7
150,Sao Filipe,0,CV,1579841139,77,14.9,-24.5,70.68,12.26
152,Tabuk,0,PH,1579841140,62,17.42,121.44,82.04,2.8
154,Krasnomayskiy,100,RU,1579841140,94,57.62,34.41,30.24,11.72
156,Nikolskoye,75,RU,1579840931,93,59.7,30.79,35.56,13.42
158,Lagoa,99,PT,1579841077,61,39.05,-27.98,56.64,7.14
161,Zhangye,10,CN,1579841143,25,38.93,100.45,34.11,4.36
162,Pano Aqil,45,PK,1579841143,81,27.86,69.11,51.8,5.37
163,Ryotsu,90,JP,1579841143,81,38.08,138.43,45.37,2.24
165,Grand-Santi,86,GF,1579841144,87,4.25,-54.38,68.77,3.67
167,Winslow,1,US,1579841014,74,35.02,-110.7,34.18,1.36
169,Banda Aceh,46,ID,1579841146,50,5.56,95.32,90.14,8.7
170,Cherskiy,8,RU,1579841050,96,68.75,161.3,-39.73,1.66
171,Khatanga,100,RU,1579841019,88,71.97,102.5,-26.16,8.3
172,Yarada,17,IN,1579841147,69,17.65,83.27,77.0,2.24
174,Husavik,90,IS,1579840906,50,66.04,-17.34,30.2,35.57
176,Vestmannaeyjar,100,IS,1579841024,70,63.44,-20.27,36.27,25.01
177,George Town,20,MY,1579840979,52,5.41,100.34,90.12,5.82
178,Oodweyne,100,SO,1579841149,48,9.41,45.06,71.74,1.59
180,Salamiyah,97,SY,1579841149,71,35.01,37.05,39.78,20.76
181,Coronado,20,US,1579840891,93,32.69,-117.18,54.81,9.17
183,Bilibino,12,RU,1579841151,99,68.05,166.44,-35.73,1.97
184,Muisne,86,EC,1579841151,90,0.6,-80.03,76.12,4.83
186,Ilulissat,100,GL,1579841007,60,69.22,-51.1,10.4,12.75
187,Nar'yan-Mar,84,RU,1579841080,96,67.67,53.09,2.28,6.73
190,Yellowknife,90,CA,1579840844,84,62.46,-114.35,3.11,11.41
191,Durango,0,MX,1579840947,58,24.83,-104.83,46.15,1.19
192,Rockport,1,US,1579841155,87,28.02,-97.05,58.12,8.05
193,Nishihara,40,JP,1579841071,78,26.18,127.76,75.61,3.36
194,Ugoofaaru,56,MV,1579840931,79,5.67,73.0,83.14,23.87
197,Batagay-Alyta,0,RU,1579841156,65,67.8,130.41,-34.46,2.82
198,Onalaska,90,US,1579841157,100,43.88,-91.24,30.47,6.93
200,Shingu,75,JP,1579840961,71,33.73,135.98,55.4,11.41
204,Hong Kong,40,HK,1579840912,65,22.29,114.16,75.85,11.41
205,Petropavlovsk-Kamchatsky,0,RU,1579841159,40,53.05,158.65,14.0,2.24
207,Kavaratti,20,IN,1579841002,74,10.57,72.64,84.2,4.7
209,Moose Factory,90,CA,1579841161,84,51.26,-80.61,8.6,3.0
213,Alexander City,90,US,1579841162,100,32.94,-85.95,47.86,3.36
216,Zhifang,40,CN,1579841163,93,30.35,114.32,44.6,6.71
217,Black Diamond,90,US,1579841164,100,47.31,-122.0,49.98,5.82
218,Buraidah,0,SA,1579840900,80,26.33,43.98,33.8,2.24
219,Havre-Saint-Pierre,75,CA,1579841043,68,50.23,-63.6,26.6,12.75
220,Goundi,60,TD,1579841165,18,9.36,17.37,58.44,4.7
222,Damghan,0,IR,1579841166,79,36.17,54.35,33.51,3.09
223,Adrar,100,MR,1579841166,22,20.5,-10.07,66.69,9.69
224,Gander,90,CA,1579841167,86,48.97,-54.59,28.2,18.34
225,Camacha,40,PT,1579841107,71,33.08,-16.33,57.2,11.41
228,Hirado,75,JP,1579841168,72,33.36,129.55,59.92,9.17
229,Cayenne,29,GF,1579841168,94,4.93,-52.33,69.8,4.34
230,Praia,0,CV,1579841169,46,14.92,-23.51,73.4,9.17
231,Baruun-Urt,0,MN,1579841169,75,46.68,113.28,8.67,13.4
232,Kulunda,100,RU,1579841169,79,52.57,78.94,31.68,20.04
233,Hohhot,6,CN,1579841170,57,40.81,111.65,21.2,2.24
235,Mountain Home,1,US,1579841170,100,43.13,-115.69,40.78,13.87
236,Wasilla,20,US,1579841171,83,61.58,-149.44,-0.78,4.7
237,Gaiceana,0,RO,1579841171,85,46.33,27.22,21.13,4.7
238,Aklavik,90,CA,1579840925,76,68.22,-135.01,-5.8,8.05
240,Lompoc,1,US,1579841052,93,34.64,-120.46,53.04,10.36
241,Fukuecho,75,JP,1579841173,67,32.69,128.84,60.01,12.75
243,Bollnaes,52,SE,1579841173,81,61.35,16.39,32.47,3.18
245,Esim,19,GH,1579841174,95,4.87,-2.24,77.02,1.97
246,Leningradskiy,0,RU,1579841038,86,69.38,178.42,-26.93,2.93
249,Virginia Beach,1,US,1579841067,93,36.85,-75.98,41.23,10.29
250,Kyra,0,RU,1579841176,74,49.58,111.98,3.74,2.66
251,Nizwa,4,OM,1579841176,56,22.93,57.53,62.65,3.71
252,Shelburne,90,CA,1579840877,85,44.08,-80.2,30.33,11.41
254,Aleksandrovsk-Sakhalinskiy,100,RU,1579841177,93,50.9,142.16,7.0,15.97
257,Aswan,0,EG,1579841004,56,24.09,32.91,49.68,8.01
258,Grindavik,75,IS,1579841087,67,63.84,-22.43,32.76,27.51
259,Katsuura,75,JP,1579840969,76,35.13,140.3,54.73,2.24
260,Chumikan,100,RU,1579841179,83,54.72,135.31,-3.42,8.93
261,Waddan,0,LY,1579841180,53,29.16,16.14,48.56,6.53
263,Ruwi,40,OM,1579841180,53,23.6,58.55,73.4,9.17
264,Krasnopavlivka,12,UA,1579841181,67,49.14,36.33,25.54,8.19
265,Agirish,48,RU,1579841063,92,61.92,63.02,4.69,6.58
266,Les Cayes,17,HT,1579841181,73,18.2,-73.75,76.17,8.23
267,Mayahi,0,NE,1579841182,15,13.96,7.67,61.99,15.12
272,Tezu,93,IN,1579841184,47,27.92,96.17,63.61,4.36
273,Goure,0,NE,1579841184,21,13.98,10.27,62.01,7.0
274,Yambio,83,SS,1579841184,20,4.57,28.4,67.1,8.7
275,Sirjan,0,IR,1579841185,73,29.45,55.68,42.31,8.21
276,Alghero,0,IT,1579841185,93,40.56,8.32,47.55,3.36
277,Beringovskiy,100,RU,1579841052,96,63.05,179.32,-1.21,8.55
278,Calabar,66,NG,1579841186,77,4.95,8.32,74.23,2.17
279,Carora,79,VE,1579841186,88,10.18,-70.08,69.98,1.92
282,Laguna,90,US,1579841082,93,38.42,-121.42,51.4,6.93
283,Pacific Grove,1,US,1579841172,81,36.62,-121.92,53.22,4.7
284,Yenagoa,79,NG,1579841188,97,4.92,6.26,72.61,3.62
285,Taksimo,46,RU,1579840960,90,56.34,114.88,-11.18,2.35
287,Grand Falls,75,CA,1579841189,79,47.05,-67.74,27.59,3.83
288,Jadu,0,LY,1579841189,35,31.95,12.03,52.72,15.46
289,Guerrero Negro,0,MX,1579841190,70,27.98,-114.06,62.15,5.61
290,Mattru,62,SL,1579841115,89,7.62,-11.83,73.38,2.57
291,Zihuatanejo,97,MX,1579840975,69,17.63,-101.55,79.57,6.33
293,Kodiak,75,US,1579841034,57,57.79,-152.41,17.6,17.22
294,Pevek,95,RU,1579841061,99,69.7,170.31,-28.8,6.91
295,Puerto Carreno,53,CO,1579841193,58,6.19,-67.49,81.09,4.79
296,Huntingdon,90,GB,1579840898,100,52.33,-0.19,41.97,5.82
297,Fortuna,90,US,1579840877,71,40.6,-124.16,55.44,8.05
298,Aksu,0,CN,1579841194,56,41.12,80.26,29.03,2.3
299,Somogyvar,90,HU,1579841195,100,46.58,17.66,28.4,5.82
300,Mahon,7,ES,1579841195,93,39.89,4.27,51.8,4.7
301,Sovetskiy,58,RU,1579841195,93,61.36,63.58,4.95,4.83
303,Cam Ranh,86,VN,1579841124,62,11.92,109.16,87.8,11.41
304,Makakilo City,1,US,1579841082,57,21.35,-158.09,75.0,4.7
305,Bintulu,75,MY,1579841197,83,3.17,113.03,82.26,4.7
306,Pangnirtung,100,CA,1579841067,99,66.15,-65.71,-33.59,3.78
308,Narsaq,100,GL,1579840968,85,60.92,-46.05,24.8,10.29
310,Gravdal,40,NO,1579841198,64,68.12,13.5,33.8,8.05
312,Jiwani,0,PK,1579841199,60,25.05,61.74,70.95,7.25
313,Jumla,0,NP,1579841200,95,29.27,82.18,55.99,1.01
316,Halifax,75,CA,1579841201,100,44.65,-63.57,29.01,8.05
317,Jiutai,0,CN,1579841201,33,44.15,125.83,14.0,5.06
318,Verkhoyansk,46,RU,1579840997,91,67.54,133.38,-42.41,2.06
321,Iqaluit,5,CA,1579841076,67,63.75,-68.51,-27.2,19.46
322,Store Heddinge,100,DK,1579841203,93,55.31,12.39,42.12,12.75
324,Monrovia,20,LR,1579841118,94,6.3,-10.8,77.0,5.14
326,Mersa Matruh,1,EG,1579841204,62,31.35,27.25,58.33,23.38
328,Talnakh,40,RU,1579840961,77,69.49,88.4,5.0,20.13
329,Tornio,64,FI,1579841205,92,65.85,24.13,28.4,4.7
330,Jiuquan,2,CN,1579841205,41,39.74,98.52,23.14,3.11
331,Vila,44,PT,1579841013,75,42.03,-8.16,46.49,4.7
332,Dormidontovka,56,RU,1579841206,78,47.77,134.91,-0.04,15.99
333,Kargasok,76,RU,1579841207,82,59.06,80.86,25.32,13.24
334,Kotagiri,40,IN,1579841207,73,11.43,76.88,75.2,6.93
336,Hostotipaquillo,55,MX,1579841208,88,21.07,-104.07,55.24,1.63
337,Clyde River,90,CA,1579841208,75,70.47,-68.59,-14.8,23.04
338,Shulan,0,CN,1579841208,82,44.42,126.95,4.64,6.35
339,Lokosovo,100,RU,1579841209,90,61.13,74.82,20.62,11.99
340,Hailey,5,US,1579841022,86,43.52,-114.32,23.52,8.05
342,Najran,40,SA,1579841210,66,17.49,44.13,48.2,6.93
344,South Lake Tahoe,90,US,1579841210,75,38.93,-119.98,39.96,4.7
345,Floro,73,NO,1579841211,75,61.6,5.03,39.27,18.34
347,Benjamin Hill,0,MX,1579841165,71,30.17,-111.1,57.0,3.0
349,Dunmore Town,0,BS,1579841212,78,25.5,-76.65,71.74,18.19
351,Kota Tinggi,40,MY,1579841213,66,1.74,103.9,87.48,10.29
352,Bilma,24,NE,1579840997,17,18.69,12.92,56.84,8.9
355,Visby,100,SE,1579841214,87,57.64,18.3,43.56,13.87
356,Guilin,90,CN,1579841100,87,25.28,110.29,50.0,2.24
359,Leer,7,SS,1579841216,13,8.3,30.14,67.46,11.68
360,Umarga,4,IN,1579841216,32,17.83,76.62,81.0,7.74
362,Veraval,36,IN,1579841217,28,20.9,70.37,83.43,9.42
365,Saint-Augustin,74,CA,1579840983,74,51.23,-58.65,20.19,20.02
367,Belyy Yar,100,RU,1579841218,68,53.6,91.39,26.6,6.71
369,Fort-Shevchenko,91,KZ,1579841219,75,44.51,50.26,30.18,21.23
370,Bethel,5,US,1579841017,79,41.37,-73.41,31.21,1.19
371,Mahon,7,ES,1579841195,93,39.89,4.27,51.8,4.7
372,Jalu,2,LY,1579841220,86,29.03,21.55,49.19,6.91
373,San Andres,40,CO,1579841221,69,12.58,-81.7,78.8,6.93
374,Ciudad Lazaro Cardenas,97,MX,1579841221,80,17.96,-102.2,73.47,2.71
375,Znamenskoye,100,RU,1579841221,91,57.13,73.83,18.05,6.89
377,Arlit,50,NE,1579841222,17,18.74,7.39,61.47,5.61
378,Rexburg,90,US,1579841222,100,43.83,-111.79,28.44,3.36
379,Gornopravdinsk,100,RU,1579841223,92,60.05,69.9,15.94,9.69
380,Provideniya,90,RU,1579840928,70,64.38,-173.3,-0.4,4.47
381,Pandan,99,PH,1579841052,83,14.05,124.17,80.31,18.03
382,Novonukutskiy,70,RU,1579841224,83,53.7,102.71,12.15,6.82
384,Balod,72,IN,1579841225,27,20.73,81.2,81.28,3.91
386,Omsukchan,90,RU,1579841121,100,62.53,155.8,-39.37,4.32
387,Broome,1,US,1579841023,63,42.25,-75.83,27.12,4.7
388,Sinnamary,60,GF,1579841025,79,5.38,-52.95,78.33,13.8
389,Diffa,0,NE,1579841226,33,13.32,12.61,60.78,11.7
392,Makrinitsa,20,GR,1579841227,80,39.4,22.98,36.23,6.93
393,Basco,52,PH,1579841228,75,20.45,121.97,77.9,19.71
394,Healdsburg,1,US,1579841228,100,38.61,-122.87,49.48,3.36
395,Leh,5,IN,1579841228,58,34.17,77.58,-5.57,2.26
397,Yucca Valley,40,US,1579841042,37,34.11,-116.43,52.52,10.29
399,Nagorsk,100,RU,1579841230,92,59.32,50.81,13.14,8.61
400,Ila,75,NO,1579841230,68,63.43,10.37,34.09,32.21
403,Gemeente Wageningen,90,NL,1579841231,100,51.97,5.67,35.26,8.05
404,Zhigansk,18,RU,1579841232,96,66.77,123.37,-37.62,6.96
406,Vetluga,100,RU,1579841232,93,57.86,45.78,15.1,6.93
407,Kottingbrunn,75,AT,1579841233,92,47.95,16.24,28.92,10.29
410,Assiut,0,EG,1579841234,76,27.18,31.18,45.05,10.36
412,Spornoye,75,RU,1579841234,73,50.84,37.29,19.4,8.95
414,Lavrentiya,14,RU,1579840995,82,65.58,-171.0,-16.94,2.33
415,Shache,9,CN,1579841235,80,38.42,77.24,34.0,7.02
416,Maku,99,IR,1579841236,81,39.29,44.45,20.62,3.62
418,Umm Kaddadah,18,SD,1579841236,24,13.6,26.69,50.45,17.56
419,Portree,100,GB,1579840947,89,57.41,-6.19,43.36,3.0
420,Madera,1,US,1579841237,100,37.17,-119.83,50.72,5.77
421,Suhbaatar,0,MN,1579841238,79,50.23,106.21,2.39,3.74
422,Half Moon Bay,75,US,1579841238,93,37.46,-122.43,52.65,3.36
425,Emilio Carranza,100,MX,1579841239,83,19.97,-96.61,70.05,7.38
427,Mae Sai,26,TH,1579841240,25,20.43,99.88,80.85,3.38
428,Xining,100,CN,1579841240,54,36.62,101.77,25.32,2.17
429,Shevchenkove,1,UA,1579841240,73,49.7,37.17,21.2,6.71
434,Port Alberni,90,CA,1579841242,100,49.24,-124.8,47.25,6.93
436,Longyearbyen,20,SJ,1579841028,71,78.22,15.64,5.0,46.08
437,Celestun,83,MX,1579841243,77,20.87,-90.4,71.65,15.55
439,Zonguldak,100,TR,1579841244,96,41.25,31.83,24.89,2.55
441,Chokurdakh,5,RU,1579841009,92,70.63,147.92,-33.43,7.05
445,Lexington,90,US,1579840996,93,37.99,-84.48,40.87,3.36
446,Butembo,100,CD,1579841246,40,0.15,29.28,72.05,1.92
447,Washington,90,US,1579841182,93,47.5,-120.5,33.94,0.54
449,Tsimmerbude,90,RU,1579841247,93,54.67,20.13,41.0,20.13
450,Jining,100,CN,1579841248,44,35.41,116.58,46.8,8.97
451,Qandala,98,SO,1579841248,77,11.47,49.87,75.52,3.69
452,Lazarev,100,RU,1579841248,92,52.23,141.51,0.32,13.73
456,Ternate,28,ID,1579841250,69,0.8,127.4,83.82,7.16
457,Carlton,90,US,1579841250,100,45.29,-123.18,51.26,4.7
458,Mingguang,100,CN,1579841250,67,32.78,117.96,48.56,13.56
459,Thinadhoo,21,MV,1579841154,79,0.53,72.93,84.15,14.09
460,Cartagena del Chaira,100,CO,1579841251,95,1.33,-74.84,73.42,2.17
461,Syracuse,75,IT,1579841252,100,37.09,15.28,46.54,4.7
463,Vostok,100,RU,1579841252,96,46.49,135.88,-5.44,16.31
465,Abengourou,5,CI,1579841253,99,6.73,-3.5,71.24,0.38
468,Dubreka,83,GN,1579841254,54,9.79,-13.52,72.36,4.32
469,Upernavik,0,GL,1579840928,59,72.79,-56.15,-9.0,5.32
470,Anchorage,1,US,1579840994,84,61.22,-149.9,-0.06,1.39
471,Kahului,40,US,1579840961,69,20.89,-156.47,72.32,4.7
472,Nantucket,1,US,1579841256,93,41.28,-70.1,34.18,7.94
475,Faya,75,SA,1579840985,93,18.39,42.45,50.0,9.17
476,Fernie,75,CA,1579841258,100,49.5,-115.07,32.52,4.97
477,Sayyan,84,YE,1579841258,68,15.17,44.32,55.4,2.57
478,Sabang,56,ID,1579841258,77,5.89,95.32,82.89,18.52
479,Davila,20,PH,1579841259,62,18.47,120.58,84.2,4.7
484,Kazanskaya,91,RU,1579841261,88,45.41,40.44,28.04,13.87
486,Koyelga,55,RU,1579841261,83,54.65,60.9,13.32,7.7
488,Sibolga,66,ID,1579841123,47,1.74,98.78,91.9,2.46
490,Cartagena,20,CO,1579840993,88,10.4,-75.51,78.8,5.82
491,Taebla,90,EE,1579841263,93,58.95,23.74,40.87,8.05
493,Joshimath,0,IN,1579841264,36,30.57,79.57,44.64,3.42
494,Honningsvag,75,NO,1579841078,79,70.98,25.97,21.2,17.22
496,Talgar,2,KZ,1579841265,92,43.3,77.24,21.2,4.47
497,Juneau,90,US,1579841098,86,58.3,-134.42,38.44,17.22
498,Skibbereen,90,IE,1579841101,100,51.55,-9.27,41.0,4.7
499,Erzin,0,TR,1579841266,33,36.96,36.2,43.36,24.16
501,Yershichi,100,RU,1579841266,93,53.67,32.75,29.16,12.35
502,Borisoglebskiy,100,RU,1579841267,85,57.26,39.15,15.8,6.71
504,Nome,1,US,1579841122,63,64.5,-165.41,-7.71,4.7
505,Rybinsk,100,RU,1579841268,93,58.04,38.84,24.31,12.17
507,Muli,100,MV,1579841269,84,2.92,73.57,82.56,18.05
508,Simbahan,12,PH,1579841269,82,6.3,120.58,81.48,12.91
509,Mabaruma,19,GY,1579841115,99,8.2,-59.78,68.05,1.72
510,Igarka,100,RU,1579841119,90,67.47,86.58,2.05,15.26
511,Kluang,40,MY,1579841270,66,2.03,103.33,87.42,10.29
512,Turukhansk,100,RU,1579841270,88,65.82,87.98,6.22,14.72
515,Dongning,0,CN,1579841271,58,44.06,131.12,11.88,12.64
516,Leninogorsk,97,RU,1579841272,98,54.6,52.46,6.96,8.16
519,Scarborough,69,GB,1579841273,87,54.28,-0.4,40.96,4.7
520,Bayir,0,TR,1579841273,35,37.27,28.22,41.0,13.87
522,Deputatsky,43,RU,1579841103,97,69.3,139.9,-33.68,2.53
528,Kayes,100,ML,1579841276,22,14.0,-11.0,79.92,5.55
530,Cabo San Lucas,20,MX,1579841277,82,22.89,-109.91,65.05,6.93
531,Lianzhou,95,CN,1579841277,80,24.78,112.38,54.09,5.64
532,La Reforma,5,MX,1579841277,100,25.08,-108.05,60.85,6.08
535,Yumen,42,CN,1579841279,51,40.28,97.2,25.59,4.29
538,Freetown,40,SL,1579841280,78,8.48,-13.23,77.0,9.17
540,Tilichiki,100,RU,1579841202,96,60.47,166.1,-15.03,13.71
541,Qasigiannguit,100,GL,1579841067,60,68.82,-51.19,10.4,12.75
544,Monforte de Lemos,63,ES,1579841282,88,42.52,-7.51,36.43,5.01
545,Den Helder,90,NL,1579841282,100,52.96,4.76,37.31,11.41
546,Talaya,100,RU,1579841012,100,61.38,152.75,-34.69,1.66
548,Kitimat,90,CA,1579841120,93,54.05,-128.65,33.82,2.24
549,Yar-Sale,97,RU,1579841041,96,66.83,70.83,7.3,7.38
550,Alpena,90,US,1579841284,80,45.06,-83.43,33.6,6.93
552,Russell,90,US,1579840935,93,32.35,-85.2,48.97,4.7
554,Adet,28,ET,1579841285,42,11.26,37.49,63.79,3.8
555,Greece,1,US,1579841286,74,43.21,-77.69,30.78,2.1
557,Shahgarh,1,IN,1579841287,28,24.32,79.13,66.97,7.81
559,Key West,1,US,1579841152,88,24.56,-81.78,66.15,5.82
561,Sitka,90,US,1579841043,93,57.05,-135.33,36.72,3.36
563,Dicabisagan,69,PH,1579841289,83,17.08,122.42,77.54,8.39
566,Hay River,90,CA,1579841290,85,60.82,-115.8,14.0,12.75
568,Chernoyerkovskaya,75,RU,1579841291,63,45.43,37.77,32.0,6.71
569,Tias,0,ES,1579841291,76,28.96,-13.64,56.19,6.93
570,Maniitsoq,100,GL,1579841024,79,65.42,-52.9,22.17,37.36
571,Mahibadhoo,80,MV,1579841292,83,3.78,72.97,82.85,21.85
572,Nizhneudinsk,100,RU,1579841292,84,54.91,99.03,22.3,4.34
573,Ola,0,RU,1579841158,71,59.58,151.28,-17.79,6.96
574,Stromness,100,GB,1579841293,81,58.97,-3.3,41.97,13.87
575,Morant Bay,20,JM,1579841293,73,17.88,-76.41,68.58,10.29
577,Stephenville,1,US,1579841294,61,32.22,-98.2,42.28,3.36
578,Kurilsk,99,RU,1579841294,86,45.23,147.88,25.99,30.18
580,Smoky Lake,97,CA,1579841295,93,54.12,-112.47,19.99,1.99
582,Shimoda,75,JP,1579840987,82,34.67,138.95,54.99,9.17
583,Douentza,84,ML,1579841296,16,15.0,-2.95,63.73,3.6
584,Arrondissement de Bayonne,100,FR,1579841296,76,43.33,-1.42,47.93,3.36
585,Ketchikan,90,US,1579841047,93,55.34,-131.65,45.46,23.04
588,Maple Creek,64,CA,1579841298,77,49.92,-109.48,32.18,17.34
590,Mali,99,GN,1579841298,22,12.08,-12.3,77.38,6.33
591,Susanville,75,US,1579841270,99,40.42,-120.65,36.0,3.02
592,Rieti,0,IT,1579841299,88,42.41,12.86,36.32,2.64
593,Portobelo,40,PA,1579841014,83,9.55,-79.65,76.78,2.24
595,Bathsheba,75,BB,1579841078,88,13.22,-59.52,77.0,18.34
598,Inverness,75,GB,1579841014,87,57.48,-4.22,44.19,13.87
599,Harper,45,LR,1579840920,96,4.38,-7.72,76.37,3.11
601,Kloulklubed,75,PW,1579841048,79,7.04,134.26,84.2,12.75
602,Impfondo,35,CG,1579841302,35,1.64,18.07,68.18,3.78
603,Jiangyou,100,CN,1579841303,70,31.77,104.72,41.58,2.55
604,Avanuorri,75,NO,1579841303,92,71.0,24.66,28.38,19.46
605,Natchitoches,1,US,1579841304,100,31.77,-93.13,42.71,3.98
608,Kranuan,66,TH,1579841305,28,16.71,103.08,96.15,8.99
610,Sinegorskiy,50,RU,1579841305,75,48.01,40.84,24.04,11.16
612,Mana,71,GF,1579841306,98,5.66,-53.78,68.22,1.81
613,Marawi,63,PH,1579841107,87,8.0,124.29,81.0,8.99
614,La Baule-Escoublac,40,FR,1579841307,73,47.29,-2.36,33.93,6.93
615,Zhezkazgan,90,KZ,1579841307,92,47.8,67.71,15.8,4.47
616,Klaksvik,79,FO,1579841086,74,62.23,-6.59,37.4,29.97
619,Arima,20,TT,1579841308,88,10.63,-61.28,73.42,7.99
621,Margate,75,GB,1579840845,100,51.38,1.39,42.35,1.95
622,Buchanan,20,LR,1579841012,94,5.88,-10.05,77.0,2.55
